dx,icd_10,issbr,hmp,hma,sev,icdn
S41.051A,S41.051,Extremities,0,0,1,4
S41.052A,S41.052,Extremities,0,0,1,1
S41.059A,S41.059,Extremities,0,0,1,1
S41.101A,S41.101,Extremities,0.071428575,0.075000003,3,40
S41.102A,S41.102,Extremities,0.047619049,0.13333334,3,60
S41.109A,S41.109,Extremities,0.07692308,0.086956523,3,46
S41.111A,S41.111,Extremities,0.025,0.081632651,2,196
S41.112A,S41.112,Extremities,0.01754386,0.0625,1,224
S41.119A,S41.119,Extremities,0,0.043010753,1,186
S41.121A,S41.121,Extremities,0,0,1,18
S41.122A,S41.122,Extremities,0,0.111111112,1,9
S41.129A,S41.129,Extremities,0,0,1,1
S41.131A,S41.131,Extremities,0.0625,0.090909094,3,55
S41.132A,S41.132,Extremities,0,0.06779661,1,59
S41.139A,S41.139,Extremities,0,0,1,2
S41.141A,S41.141,Extremities,0,0.166666672,2,24
S41.142A,S41.142,Extremities,0.166666672,0.150000006,4,20
S41.149A,S41.149,Extremities,0,0,1,1
S41.151A,S41.151,Extremities,0,0,1,10
S41.152A,S41.152,Extremities,0,0,1,7
S41.159A,S41.159,Extremities,0,0,1,1
S42.001A,S42.001,Extremities,0,0.123076923,1,260
S42.002A,S42.002,Extremities,0,0.109215014,1,293
S42.009A,S42.009,Extremities,0,0.134228185,1,149
S42.011A,S42.011,Extremities,0,0.086956523,1,23
S42.012A,S42.012,Extremities,0,0.25,2,12
S42.013A,S42.013,Extremities,0,0,1,6
S42.014A,S42.014,Extremities,0,0,1,4
S42.015A,S42.015,Extremities,0,0,1,4
S42.016A,S42.016,Extremities,0,0,1,1
S42.017A,S42.017,Extremities,0,0.095238097,1,21
S42.018A,S42.018,Extremities,0,0.181818187,2,11
S42.019A,S42.019,Extremities,0,0,1,8
S42.021A,S42.021,Extremities,0,0.03642384,1,302
S42.022A,S42.022,Extremities,0,0.049295776,1,426
S42.023A,S42.023,Extremities,0,0,1,48
S42.024A,S42.024,Extremities,0,0.07526882,1,93
S42.025A,S42.025,Extremities,0,0.065420561,1,107
S42.026A,S42.026,Extremities,0,0.068965517,1,58
S42.031A,S42.031,Extremities,0,0.072580643,1,124
S42.032A,S42.032,Extremities,0.0625,0.056338027,3,142
S42.033A,S42.033,Extremities,0,0.100000001,1,20
S42.034A,S42.034,Extremities,0,0.090909094,1,66
S42.035A,S42.035,Extremities,0,0.070422538,1,71
S42.036A,S42.036,Extremities,0,0.088235296,1,34
S42.101A,S42.101,Extremities,0,0.128491625,1,179
S42.102A,S42.102,Extremities,0,0.061320756,1,212
S42.109A,S42.109,Extremities,0,0.093220338,1,118
S42.111A,S42.111,Extremities,0,0.067114092,1,149
S42.112A,S42.112,Extremities,0,0.056410257,1,195
S42.113A,S42.113,Extremities,0,0.095238097,1,42
S42.114A,S42.114,Extremities,0,0.077922076,1,77
S42.115A,S42.115,Extremities,0,0.100000001,1,110
S42.116A,S42.116,Extremities,0,0.333333343,3,3
S42.121A,S42.121,Extremities,0,0.090909094,1,22
S42.122A,S42.122,Extremities,0,0.107142858,1,28
S42.123A,S42.123,Extremities,0,0,1,3
S42.124A,S42.124,Extremities,0,0.105263159,1,19
S42.125A,S42.125,Extremities,0,0.200000003,2,15
S42.126A,S42.126,Extremities,0,0,1,7
S42.131A,S42.131,Extremities,0,0.074074075,1,27
S42.132A,S42.132,Extremities,0,0.045454547,1,22
S42.133A,S42.133,Extremities,0,0,1,4
S42.134A,S42.134,Extremities,0,0.06666667,1,15
S42.135A,S42.135,Extremities,0,0,1,16
S42.136A,S42.136,Extremities,0,0,1,4
S42.141A,S42.141,Extremities,0,0.130434781,1,46
S42.142A,S42.142,Extremities,0,0.10204082,1,49
S42.143A,S42.143,Extremities,0,0,1,8
S42.144A,S42.144,Extremities,0,0.032258064,1,31
S42.145A,S42.145,Extremities,0,0.045454547,1,22
S42.151A,S42.151,Extremities,0,0,1,8
S42.152A,S42.152,Extremities,0,0.25,2,8
S42.153A,S42.153,Extremities,0,0,1,4
S42.154A,S42.154,Extremities,0,0,1,3
S42.155A,S42.155,Extremities,0,0.111111112,1,9
S42.156A,S42.156,Extremities,0,0.090909094,1,11
S42.191A,S42.191,Extremities,0,0.057142857,1,35
S42.192A,S42.192,Extremities,0,0.054054055,1,37
S42.199A,S42.199,Extremities,0,0.041666668,1,24
S42.201A,S42.201,Extremities,0.008130081,0.057142857,1,245
S42.202A,S42.202,Extremities,0.013513514,0.084269665,1,178
S42.209A,S42.209,Extremities,0.055555556,0.04109589,2,73
S42.211A,S42.211,Extremities,0,0.02189781,1,137
S42.212A,S42.212,Extremities,0.05882353,0.07692308,3,156
S42.213A,S42.213,Extremities,0,0,1,2
S42.214A,S42.214,Extremities,0.03846154,0.047619049,2,42
S42.215A,S42.215,Extremities,0,0.023809524,1,42
S42.216A,S42.216,Extremities,0,0,1,6
S42.221A,S42.221,Extremities,0,0,1,51
S42.222A,S42.222,Extremities,0,0,1,36
S42.223A,S42.223,Extremities,0,0,1,7
S42.224A,S42.224,Extremities,0,0,1,6
S42.225A,S42.225,Extremities,0,0,1,10
S42.231A,S42.231,Extremities,0,0,1,38
S42.232A,S42.232,Extremities,0,0.024390243,1,41
S42.239A,S42.239,Extremities,0,0.125,1,8
S42.241A,S42.241,Extremities,0,0,1,22
S42.242A,S42.242,Extremities,0,0,1,21
S42.251A,S42.251,Extremities,0.02,0.008130081,1,123
S42.252A,S42.252,Extremities,0.027027028,0.041237112,1,97
S42.253A,S42.253,Extremities,0,0,1,5
S42.254A,S42.254,Extremities,0,0,1,31
S42.255A,S42.255,Extremities,0,0,1,27
S42.256A,S42.256,Extremities,0,0,1,24
S42.261A,S42.261,Extremities,0.5,0.200000003,5,5
S42.262A,S42.262,Extremities,0,0.071428575,1,14
S42.264A,S42.264,Extremities,0,0,1,4
S42.265A,S42.265,Extremities,0,0,1,1
S42.272A,S42.272,Extremities,0,0,1,4
S42.291A,S42.291,Extremities,0.041666668,0.044444446,2,180
S42.292A,S42.292,Extremities,0.013888889,0.012820513,1,156
S42.293A,S42.293,Extremities,0,0.03773585,1,53
S42.294A,S42.294,Extremities,0,0.028571429,1,35
S42.295A,S42.295,Extremities,0.25,0.05882353,5,34
S42.296A,S42.296,Extremities,0.100000001,0.034482758,3,29
S42.301A,S42.301,Extremities,0.103448279,0.244897962,4,98
S42.302A,S42.302,Extremities,0,0.141176477,1,85
S42.309A,S42.309,Extremities,0.309523821,0.21794872,5,78
S42.311A,S42.311,Extremities,0,0,1,1
S42.312A,S42.312,Extremities,0,0,1,2
S42.321A,S42.321,Extremities,0,0.046511628,1,43
S42.322A,S42.322,Extremities,0,0.027777778,1,36
S42.323A,S42.323,Extremities,0,0,1,5
S42.324A,S42.324,Extremities,0,0,1,5
S42.325A,S42.325,Extremities,0,0.142857149,1,14
S42.331A,S42.331,Extremities,0,0.043478262,1,23
S42.332A,S42.332,Extremities,0,0.034482758,1,29
S42.334A,S42.334,Extremities,0,0,1,5
S42.335A,S42.335,Extremities,0,0,1,4
S42.341A,S42.341,Extremities,0,0.043478262,1,23
S42.342A,S42.342,Extremities,0,0.03846154,1,26
S42.344A,S42.344,Extremities,0,0,1,1
S42.345A,S42.345,Extremities,0,0,1,4
S42.351A,S42.351,Extremities,0,0.027777778,1,108
S42.352A,S42.352,Extremities,0.01923077,0.046875,1,128
S42.353A,S42.353,Extremities,0,0,1,8
S42.354A,S42.354,Extremities,0,0.090909094,1,11
S42.355A,S42.355,Extremities,0,0,1,5
S42.361A,S42.361,Extremities,0,0,1,6
S42.362A,S42.362,Extremities,0,0,1,8
S42.363A,S42.363,Extremities,0,0,1,1
S42.364A,S42.364,Extremities,0,0,1,2
S42.365A,S42.365,Extremities,0,0,1,2
S42.391A,S42.391,Extremities,0,0.0625,1,16
S42.392A,S42.392,Extremities,0,0,1,24
S42.399A,S42.399,Extremities,0,0.019607844,1,51
S42.401A,S42.401,Extremities,0,0.081632651,1,49
S42.402A,S42.402,Extremities,0,0.015384615,1,65
S42.409A,S42.409,Extremities,0,0.024390243,1,41
S42.411A,S42.411,Extremities,0,0,1,268
S42.412A,S42.412,Extremities,0,0,1,378
S42.413A,S42.413,Extremities,0.068965517,0.054054055,3,37
S42.414A,S42.414,Extremities,0,0.025,1,40
S42.415A,S42.415,Extremities,0,0,1,26
S42.416A,S42.416,Extremities,0.137931034,0.125,4,96
S42.421A,S42.421,Extremities,0,0.015151516,1,66
S42.422A,S42.422,Extremities,0,0.024390243,1,82
S42.423A,S42.423,Extremities,0,0,1,2
S42.424A,S42.424,Extremities,0,0,1,3
S42.425A,S42.425,Extremities,0,0,1,5
S42.431A,S42.431,Extremities,0,0,1,10
S42.432A,S42.432,Extremities,0,0,1,10
S42.433A,S42.433,Extremities,0,0,1,1
S42.434A,S42.434,Extremities,0,0.200000003,2,5
S42.435A,S42.435,Extremities,0,0,1,3
S42.441A,S42.441,Extremities,0,0,1,16
S42.442A,S42.442,Extremities,0,0,1,28
S42.443A,S42.443,Extremities,0,0,1,2
S42.444A,S42.444,Extremities,0,0,1,3
S42.445A,S42.445,Extremities,0,0,1,2
S42.447A,S42.447,Extremities,0,0,1,1
S42.448A,S42.448,Extremities,0,0,1,1
S42.451A,S42.451,Extremities,0,0,1,35
S42.452A,S42.452,Extremities,0,0,1,71
S42.453A,S42.453,Extremities,0,0,1,1
S42.454A,S42.454,Extremities,0,0,1,2
S42.455A,S42.455,Extremities,0,0,1,8
S42.456A,S42.456,Extremities,0,0,1,8
S42.461A,S42.461,Extremities,0,0,1,16
S42.462A,S42.462,Extremities,0,0,1,15
S42.464A,S42.464,Extremities,0,0,1,5
S42.465A,S42.465,Extremities,0,0,1,2
S42.466A,S42.466,Extremities,0.333333343,0.222222224,5,9
S42.471A,S42.471,Extremities,0,0.05882353,1,17
S42.472A,S42.472,Extremities,0,0,1,15
S42.473A,S42.473,Extremities,0,0.142857149,1,7
S42.474A,S42.474,Extremities,0,0,1,3
S42.475A,S42.475,Extremities,0,0,1,2
S42.476A,S42.476,Extremities,0,0,1,8
S42.481A,S42.481,Extremities,0,0,1,2
S42.491A,S42.491,Extremities,0,0,1,31
S42.492A,S42.492,Extremities,0,0,1,26
S42.494A,S42.494,Extremities,0,0.25,2,4
S42.495A,S42.495,Extremities,0,0,1,9
S42.496A,S42.496,Extremities,0,0,1,1
S42.90XA,S42.90,Extremities,0,0,1,2
S42.91XA,S42.91,Extremities,0,0.111111112,1,9
S42.92XA,S42.92,Extremities,0,0.125,1,8
S43.001A,S43.001,Extremities,0,0,1,17
S43.002A,S43.002,Extremities,0,0.13333334,1,15
S43.003A,S43.003,Extremities,0,0,1,1
S43.004A,S43.004,Extremities,0,0.01923077,1,52
S43.005A,S43.005,Extremities,0,0.045454547,1,44
S43.006A,S43.006,Extremities,0,0.142857149,1,7
S43.011A,S43.011,Extremities,0,0.052631579,1,19
S43.012A,S43.012,Extremities,0,0,1,7
S43.013A,S43.013,Extremities,0,0,1,1
S43.014A,S43.014,Extremities,0,0.040540539,1,74
S43.015A,S43.015,Extremities,0,0.028571429,1,70
S43.016A,S43.016,Extremities,0,0,1,1
S43.021A,S43.021,Extremities,0,0,1,3
S43.022A,S43.022,Extremities,0,0,1,2
S43.023A,S43.023,Extremities,0,0,1,1
S43.024A,S43.024,Extremities,0,0,1,6
S43.025A,S43.025,Extremities,0,0,1,8
S43.026A,S43.026,Extremities,0,0,1,1
S43.031A,S43.031,Extremities,0,0,1,7
S43.032A,S43.032,Extremities,0,0,1,3
S43.034A,S43.034,Extremities,0,0,1,5
S43.035A,S43.035,Extremities,0,0,1,10
S43.036A,S43.036,Extremities,0,0,1,3
S43.081A,S43.081,Extremities,0,0,1,4
S43.082A,S43.082,Extremities,0,0,1,6
S43.083A,S43.083,Extremities,0,0.400000006,3,5
S43.084A,S43.084,Extremities,0,0,1,17
S43.085A,S43.085,Extremities,0,0,1,14
S43.086A,S43.086,Extremities,0,0.049180329,1,61
S43.101A,S43.101,Extremities,0,0.028571429,1,70
S43.102A,S43.102,Extremities,0,0,1,57
S43.109A,S43.109,Extremities,0,0,1,33
S43.111A,S43.111,Extremities,0,0,1,16
S43.112A,S43.112,Extremities,0,0,1,7
S43.119A,S43.119,Extremities,0,0,1,5
S43.121A,S43.121,Extremities,0,0,1,8
S43.122A,S43.122,Extremities,0,0,1,6
S43.131A,S43.131,Extremities,0,0,1,2
S43.132A,S43.132,Extremities,0,0,1,1
S43.141A,S43.141,Extremities,0,0,1,1
S43.142A,S43.142,Extremities,0,0,1,1
S43.152A,S43.152,Extremities,0,0,1,1
S43.201A,S43.201,Chest,0,0,1,3
S43.202A,S43.202,Chest,0,0,1,1
S43.203A,S43.203,Chest,0,1,5,1
S43.204A,S43.204,Chest,0,0.200000003,2,10
S43.205A,S43.205,Chest,0,0,1,1
S43.206A,S43.206,Chest,0,0,1,9
S43.211A,S43.211,Chest,0,0,1,1
S43.212A,S43.212,Chest,0,0,1,2
S43.214A,S43.214,Chest,0,0,1,2
S43.215A,S43.215,Chest,0,0,1,1
S43.221A,S43.221,Chest,0,0,1,2
S43.222A,S43.222,Chest,0,0,1,2
S43.224A,S43.224,Chest,0,0,1,5
S43.225A,S43.225,Chest,0,0,1,3
S43.302A,S43.302,Extremities,0,0,1,1
S43.304A,S43.304,Extremities,0,0,1,14
S43.305A,S43.305,Extremities,0,0,1,13
S43.306A,S43.306,Extremities,0,0,1,7
S43.314A,S43.314,Extremities,0,0.5,4,2
S43.315A,S43.315,Extremities,0,0,1,2
S43.391A,S43.391,Extremities,0,0,1,1
S43.395A,S43.395,Extremities,0,0,1,1
S43.401A,S43.401,Extremities,0,0,1,54
S43.402A,S43.402,Extremities,0,0,1,48
S43.409A,S43.409,Extremities,0,0,1,12
S43.411A,S43.411,Extremities,0,0,1,1
S43.412A,S43.412,Extremities,0,0,1,1
S43.419A,S43.419,Extremities,0,0,1,3
S43.421A,S43.421,Extremities,0,0.083333336,1,12
S43.422A,S43.422,Extremities,0,0,1,14
S43.429A,S43.429,Extremities,0,0,1,2
S43.431A,S43.431,Extremities,0,0,1,2
S43.432A,S43.432,Extremities,0,0,1,3
S43.491A,S43.491,Extremities,0,0,1,7
S43.492A,S43.492,Extremities,0,0,1,5
S43.499A,S43.499,Extremities,0,0,1,29
S43.50XA,S43.50,Extremities,0,0,1,8
S43.51XA,S43.51,Extremities,0,0,1,18
S43.52XA,S43.52,Extremities,0,0,1,23
S43.61XA,S43.61,Extremities,0,0,1,1
S43.80XA,S43.80,Extremities,0,0,1,2
S43.81XA,S43.81,Extremities,0,0,1,4
S43.82XA,S43.82,Extremities,0,0,1,6
S43.90XA,S43.90,Extremities,0,0,1,1
S43.91XA,S43.91,Extremities,0,0,1,1
S43.92XA,S43.92,Extremities,0,0,1,5
S44.00XA,S44.00,Extremities,0,0,1,7
S44.01XA,S44.01,Extremities,0,0,1,20
S44.02XA,S44.02,Extremities,0,0.050000001,1,20
S44.10XA,S44.10,Extremities,0,0,1,14
S44.11XA,S44.11,Extremities,0,0,1,8
S44.12XA,S44.12,Extremities,0,0,1,8
S44.20XA,S44.20,Extremities,0,0,1,7
S44.21XA,S44.21,Extremities,0,0,1,21
S44.22XA,S44.22,Extremities,0,0,1,18
S44.30XA,S44.30,Extremities,0,0,1,1
S44.31XA,S44.31,Extremities,0,0,1,3
S44.32XA,S44.32,Extremities,0,0,1,3
S44.42XA,S44.42,Extremities,0,0,1,2
S44.51XA,S44.51,Extremities,0,0,1,1
S44.8X2A,S44.8,Extremities,0,0,1,2
S44.90XA,S44.90,Extremities,0,0.5,4,2
S44.91XA,S44.91,Extremities,0,0,1,1
S44.92XA,S44.92,Extremities,0,0,1,2
S45.001A,S45.001,Extremities,0,0,1,3
S45.002A,S45.002,Extremities,0,0,1,3
S45.009A,S45.009,Extremities,0,0,1,3
S45.011A,S45.011,Extremities,0,0.142857149,1,7
S45.012A,S45.012,Extremities,0,0.25,2,8
S45.091A,S45.091,Extremities,0,0,1,3
S45.092A,S45.092,Extremities,0,0,1,8
S45.101A,S45.101,Extremities,0,0,1,8
S45.109A,S45.109,Extremities,0,0,1,1
S45.111A,S45.111,Extremities,0,0.088235296,1,34
S45.112A,S45.112,Extremities,0.166666672,0.041666668,4,24
S45.119A,S45.119,Extremities,0,0,1,1
S45.191A,S45.191,Extremities,0,0,1,6
S45.192A,S45.192,Extremities,0,0,1,7
S45.201A,S45.201,Extremities,0,0,1,5
S45.202A,S45.202,Extremities,0,0,1,2
S45.209A,S45.209,Extremities,0,0.125,1,8
S45.211A,S45.211,Extremities,0,0.071428575,1,14
S45.212A,S45.212,Extremities,0,0,1,9
S45.291A,S45.291,Extremities,0,0,1,1
S45.292A,S45.292,Extremities,0,0,1,1
S45.309A,S45.309,Extremities,0,0,1,1
S45.311A,S45.311,Extremities,0,0,1,2
S45.312A,S45.312,Extremities,0,0,1,5
S45.319A,S45.319,Extremities,0,0,1,1
S45.392A,S45.392,Extremities,0,0,1,1
S45.802A,S45.802,Extremities,0,0,1,3
S45.811A,S45.811,Extremities,0,0,1,4
S45.812A,S45.812,Extremities,0,0.333333343,3,3
S45.892A,S45.892,Extremities,0,0,1,2
S45.901A,S45.901,Extremities,0,0,1,2
S45.909A,S45.909,Extremities,0,0,1,3
S45.911A,S45.911,Extremities,0,0.25,2,4
S45.919A,S45.919,Extremities,0,0,1,5
S46.001A,S46.001,Extremities,0,0,1,5
S46.009A,S46.009,Extremities,0,0,1,1
S46.011A,S46.011,Extremities,0,0,1,10
S46.012A,S46.012,Extremities,0,0,1,8
S46.019A,S46.019,Extremities,0,0,1,2
S46.021A,S46.021,Extremities,0,0,1,7
S46.022A,S46.022,Extremities,0,0,1,3
S46.091A,S46.091,Extremities,0,0,1,3
S46.092A,S46.092,Extremities,0,0,1,1
S46.102A,S46.102,Extremities,0,0,1,1
S46.111A,S46.111,Extremities,0,0,1,1
S46.112A,S46.112,Extremities,0,0,1,1
S46.121A,S46.121,Extremities,0,0,1,3
S46.122A,S46.122,Extremities,0,0,1,1
S46.191A,S46.191,Extremities,0,0,1,1
S46.201A,S46.201,Extremities,0,0,1,1
S46.211A,S46.211,Extremities,0,0,1,4
S46.212A,S46.212,Extremities,0,0,1,1
S46.221A,S46.221,Extremities,0,0,1,11
S46.222A,S46.222,Extremities,0,0,1,12
S46.229A,S46.229,Extremities,0,0,1,1
S46.291A,S46.291,Extremities,0,0,1,3
S46.292A,S46.292,Extremities,0,0,1,1
S46.301A,S46.301,Extremities,0,0,1,2
S46.302A,S46.302,Extremities,0,0.5,4,2
S46.311A,S46.311,Extremities,0,0,1,2
S46.312A,S46.312,Extremities,0,0,1,1
S46.319A,S46.319,Extremities,0,0,1,1
S46.321A,S46.321,Extremities,0,0,1,11
S46.322A,S46.322,Extremities,0,0.090909094,1,11
S46.391A,S46.391,Extremities,0,0,1,2
S46.392A,S46.392,Extremities,0,0,1,2
S46.399A,S46.399,Extremities,0,0,1,1
S46.801A,S46.801,Extremities,0,0,1,1
S46.802A,S46.802,Extremities,0,0,1,1
S46.811A,S46.811,Extremities,0,0,1,5
S46.812A,S46.812,Extremities,0,0,1,7
S46.821A,S46.821,Extremities,0,0,1,5
S46.822A,S46.822,Extremities,0,0.166666672,2,6
S46.829A,S46.829,Extremities,0,0,1,1
S46.891A,S46.891,Extremities,0,0.200000003,2,5
S46.892A,S46.892,Extremities,0,0,1,1
S46.901A,S46.901,Extremities,0,0,1,1
S46.909A,S46.909,Extremities,0,0,1,2
S46.911A,S46.911,Extremities,0,0,1,14
S46.912A,S46.912,Extremities,0,0,1,10
S46.919A,S46.919,Extremities,0,0,1,3
S46.922A,S46.922,Extremities,0,0,1,2
S46.929A,S46.929,Extremities,0.05882353,0.044444446,2,45
S46.992A,S46.992,Extremities,0,0,1,2
S46.999A,S46.999,Extremities,0,0.039999999,1,25
S47.1XXA,S47.1,Extremities,0,0.166666672,2,6
S47.2XXA,S47.2,Extremities,0,0,1,6
S47.9XXA,S47.9,Extremities,0,0,1,3
S48.011A,S48.011,Extremities,0,0,1,1
S48.111A,S48.111,Extremities,0,0,1,3
S48.112A,S48.112,Extremities,0,0,1,1
S48.121A,S48.121,Extremities,0,0.5,4,2
S48.122A,S48.122,Extremities,0,0,1,1
S48.921A,S48.921,Extremities,0,0,1,1
S48.929A,S48.929,Extremities,0,0,1,2
S49.001A,S49.001,Extremities,0,0,1,5
S49.002A,S49.002,Extremities,0,0,1,4
S49.011A,S49.011,Extremities,0,0,1,2
S49.021A,S49.021,Extremities,0,0,1,3
S49.022A,S49.022,Extremities,0,0,1,2
S49.091A,S49.091,Extremities,0,0,1,4
S49.092A,S49.092,Extremities,0,0,1,3
S49.099A,S49.099,Extremities,0,1,5,1
S49.101A,S49.101,Extremities,0,0,1,2
S49.121A,S49.121,Extremities,0,0,1,1
S49.131A,S49.131,Extremities,0,0,1,1
S49.132A,S49.132,Extremities,0,0,1,2
S49.141A,S49.141,Extremities,0,0,1,1
S49.191A,S49.191,Extremities,0,0,1,1
S49.192A,S49.192,Extremities,0,0,1,1
S49.80XA,S49.80,Extremities,0,0.06666667,1,15
S49.81XA,S49.81,Extremities,0,0.5,4,2
S49.82XA,S49.82,Extremities,0,0,1,6
S49.90XA,S49.90,Extremities,0,0.033333335,1,30
S49.91XA,S49.91,Extremities,0,0.025,1,40
S49.92XA,S49.92,Extremities,0,0.086956523,1,23
S50.00XA,S50.00,Extremities,0,0.020408163,1,49
S50.01XA,S50.01,Extremities,0,0.038251366,1,183
S50.02XA,S50.02,Extremities,0,0.03846154,1,208
S50.10XA,S50.10,Extremities,0,0.096153848,1,52
S50.11XA,S50.11,Extremities,0,0.095238097,1,147
S50.12XA,S50.12,Extremities,0,0.103225805,1,155
S50.311A,S50.311,Extremities,0.011494253,0.053491827,1,673
S50.312A,S50.312,Extremities,0,0.044799998,1,625
S50.319A,S50.319,Extremities,0.333333343,0.152173907,5,46
S50.351A,S50.351,Extremities,0,0,1,4
S50.352A,S50.352,Extremities,0,0,1,2
S50.359A,S50.359,Extremities,0,0,1,1
S50.372A,S50.372,Extremities,0,0,1,1
S50.811A,S50.811,Extremities,0,0.06666667,1,495
S50.812A,S50.812,Extremities,0,0.04752066,1,484
S50.819A,S50.819,Extremities,0,0.073170729,1,41
S50.851A,S50.851,Extremities,0,0,1,2
S50.852A,S50.852,Extremities,0,0,1,1
S50.871A,S50.871,Extremities,0,1,5,1
S50.872A,S50.872,Extremities,0,0,1,2
S50.901A,S50.901,Extremities,0,0,1,4
S50.902A,S50.902,Extremities,0,0,1,1
S50.911A,S50.911,Extremities,0,0,1,1
S50.912A,S50.912,Extremities,0,0,1,3
S51.001A,S51.001,Extremities,0,0.022222223,1,45
S51.002A,S51.002,Extremities,0,0.039999999,1,50
S51.009A,S51.009,Extremities,0.06666667,0.048780486,3,82
S51.011A,S51.011,Extremities,0.021739131,0.063670412,2,267
S51.012A,S51.012,Extremities,0,0.075075075,1,333
S51.019A,S51.019,Extremities,0,0,1,14
S51.021A,S51.021,Extremities,0,0.05882353,1,17
S51.022A,S51.022,Extremities,0,0,1,26
S51.029A,S51.029,Extremities,0,0,1,2
S51.031A,S51.031,Extremities,0,0,1,12
S51.032A,S51.032,Extremities,0,0,1,13
S51.039A,S51.039,Extremities,0,0,1,1
S51.041A,S51.041,Extremities,0,0,1,6
S51.042A,S51.042,Extremities,0,0,1,6
S51.051A,S51.051,Extremities,0,0,1,1
S51.052A,S51.052,Extremities,0,0,1,4
S51.801A,S51.801,Extremities,0,0.047619049,1,63
S51.802A,S51.802,Extremities,0,0.071428575,1,56
S51.809A,S51.809,Extremities,0,0.090909094,1,110
S51.811A,S51.811,Extremities,0,0.057306591,1,349
S51.812A,S51.812,Extremities,0.02,0.057591625,1,382
S51.819A,S51.819,Extremities,0,0.142857149,1,21
S51.821A,S51.821,Extremities,0,0.085714288,1,35
S51.822A,S51.822,Extremities,0,0.046511628,1,43
S51.829A,S51.829,Extremities,0,0,1,5
S51.831A,S51.831,Extremities,0,0.128205135,1,39
S51.832A,S51.832,Extremities,0,0.085714288,1,35
S51.839A,S51.839,Extremities,0,0,1,10
S51.841A,S51.841,Extremities,0,0,1,12
S51.842A,S51.842,Extremities,0,0.095238097,1,21
S51.849A,S51.849,Extremities,0,0,1,1
S51.851A,S51.851,Extremities,0,0,1,18
S51.852A,S51.852,Extremities,0,0,1,20
S52.001A,S52.001,Extremities,0,0.052631579,1,19
S52.002A,S52.002,Extremities,0,0.028571429,1,35
S52.009A,S52.009,Extremities,0.200000003,0.15384616,4,26
S52.011A,S52.011,Extremities,0,0,1,1
S52.012A,S52.012,Extremities,0,0,1,1
S52.021A,S52.021,Extremities,0,0.009708738,1,103
S52.022A,S52.022,Extremities,0,0.036363635,1,110
S52.023A,S52.023,Extremities,0,0,1,10
S52.024A,S52.024,Extremities,0,0,1,23
S52.025A,S52.025,Extremities,0,0.028571429,1,35
S52.026A,S52.026,Extremities,0,0.028571429,1,35
S52.031A,S52.031,Extremities,0,0.028571429,1,35
S52.032A,S52.032,Extremities,0,0,1,40
S52.033A,S52.033,Extremities,0,0,1,6
S52.034A,S52.034,Extremities,0,0,1,9
S52.035A,S52.035,Extremities,0,0,1,10
S52.036A,S52.036,Extremities,0,0,1,1
S52.041A,S52.041,Extremities,0,0,1,24
S52.042A,S52.042,Extremities,0,0,1,27
S52.043A,S52.043,Extremities,0,0,1,2
S52.044A,S52.044,Extremities,0,0,1,10
S52.045A,S52.045,Extremities,0,0,1,9
S52.046A,S52.046,Extremities,0,0,1,3
S52.091A,S52.091,Extremities,0,0,1,12
S52.092A,S52.092,Extremities,0,0,1,9
S52.099A,S52.099,Extremities,0.400000006,0.142857149,5,14
S52.101A,S52.101,Extremities,0,0.100000001,1,10
S52.102A,S52.102,Extremities,0,0,1,9
S52.109A,S52.109,Extremities,0,0.230769232,2,13
S52.111A,S52.111,Extremities,0,0,1,1
S52.112A,S52.112,Extremities,0,0,1,3
S52.121A,S52.121,Extremities,0,0.010989011,1,91
S52.122A,S52.122,Extremities,0,0,1,85
S52.123A,S52.123,Extremities,0,0.083333336,1,12
S52.124A,S52.124,Extremities,0,0,1,55
S52.125A,S52.125,Extremities,0,0.023809524,1,42
S52.126A,S52.126,Extremities,0,0.035714287,1,28
S52.131A,S52.131,Extremities,0,0,1,31
S52.132A,S52.132,Extremities,0,0,1,37
S52.133A,S52.133,Extremities,0,0,1,2
S52.134A,S52.134,Extremities,0,0,1,9
S52.135A,S52.135,Extremities,0,0,1,9
S52.136A,S52.136,Extremities,0.333333343,0.285714298,5,7
S52.181A,S52.181,Extremities,0,0.125,1,8
S52.182A,S52.182,Extremities,0,0,1,3
S52.201A,S52.201,Extremities,0,0.014492754,1,69
S52.202A,S52.202,Extremities,0,0,1,90
S52.209A,S52.209,Extremities,0.13333334,0.096774191,4,62
S52.211A,S52.211,Extremities,0,0,1,4
S52.212A,S52.212,Extremities,0,0,1,6
S52.221A,S52.221,Extremities,0,0,1,27
S52.222A,S52.222,Extremities,0,0,1,38
S52.223A,S52.223,Extremities,0.25,0.166666672,5,6
S52.224A,S52.224,Extremities,0,0,1,6
S52.225A,S52.225,Extremities,0,0,1,8
S52.231A,S52.231,Extremities,0,0,1,13
S52.232A,S52.232,Extremities,0,0.06666667,1,15
S52.233A,S52.233,Extremities,0,0,1,1
S52.234A,S52.234,Extremities,0,0,1,2
S52.235A,S52.235,Extremities,0,0,1,4
S52.241A,S52.241,Extremities,0,0,1,4
S52.242A,S52.242,Extremities,0,0,1,3
S52.243A,S52.243,Extremities,0,0,1,1
S52.251A,S52.251,Extremities,0,0,1,47
S52.252A,S52.252,Extremities,0,0,1,54
S52.253A,S52.253,Extremities,0,0.200000003,2,5
