dx,icd_10,issbr,hmp,hma,sev,icdn
S80.872A,S80.872,Extremities,0,1,5,1
S80.911A,S80.911,Extremities,0,0.25,2,4
S80.912A,S80.912,Extremities,0,0,1,5
S80.921A,S80.921,Extremities,0,0,1,3
S80.922A,S80.922,Extremities,0,0,1,3
S81.001A,S81.001,Extremities,0,0.07692308,1,52
S81.002A,S81.002,Extremities,0,0.02,1,50
S81.009A,S81.009,Extremities,0,0.0625,1,16
S81.011A,S81.011,Extremities,0,0.042666666,1,375
S81.012A,S81.012,Extremities,0,0.028938906,1,311
S81.019A,S81.019,Extremities,0,0.0625,1,16
S81.021A,S81.021,Extremities,0,0,1,28
S81.022A,S81.022,Extremities,0.166666672,0.037037037,4,27
S81.029A,S81.029,Extremities,0,0,1,1
S81.031A,S81.031,Extremities,0,0,1,20
S81.032A,S81.032,Extremities,0,0,1,21
S81.039A,S81.039,Extremities,0,0.333333343,3,3
S81.041A,S81.041,Extremities,0,0.083333336,1,12
S81.042A,S81.042,Extremities,0,0.15384616,2,13
S81.051A,S81.051,Extremities,0,0,1,2
S81.052A,S81.052,Extremities,0,0,1,2
S81.801A,S81.801,Extremities,0.079999998,0.142857149,3,63
S81.802A,S81.802,Extremities,0,0.122807018,1,57
S81.809A,S81.809,Extremities,0,0.130434781,1,23
S81.811A,S81.811,Extremities,0.015625,0.049689442,1,322
S81.812A,S81.812,Extremities,0,0.067484662,1,326
S81.819A,S81.819,Extremities,0,0.115384616,1,26
S81.821A,S81.821,Extremities,0,0.0625,1,16
S81.822A,S81.822,Extremities,0,0,1,27
S81.829A,S81.829,Extremities,0,0,1,1
S81.831A,S81.831,Extremities,0,0.029411765,1,34
S81.832A,S81.832,Extremities,0,0,1,40
S81.839A,S81.839,Extremities,0,0,1,4
S81.841A,S81.841,Extremities,0,0.064516127,1,31
S81.842A,S81.842,Extremities,0,0.032258064,1,31
S81.851A,S81.851,Extremities,0,0,1,13
S81.852A,S81.852,Extremities,0,0,1,17
S81.859A,S81.859,Extremities,0,0,1,2
S82.001A,S82.001,Extremities,0,0.021505376,1,93
S82.002A,S82.002,Extremities,0,0,1,80
S82.009A,S82.009,Extremities,0.041666668,0.041666668,2,96
S82.011A,S82.011,Extremities,0,0,1,6
S82.012A,S82.012,Extremities,0,0,1,3
S82.014A,S82.014,Extremities,0,0,1,2
S82.015A,S82.015,Extremities,0,0,1,3
S82.021A,S82.021,Extremities,0,0,1,1
S82.022A,S82.022,Extremities,0,0,1,2
S82.024A,S82.024,Extremities,0,0,1,5
S82.025A,S82.025,Extremities,0,0,1,5
S82.031A,S82.031,Extremities,0,0.033333335,1,30
S82.032A,S82.032,Extremities,0,0,1,43
S82.034A,S82.034,Extremities,0,0.050000001,1,20
S82.035A,S82.035,Extremities,0,0,1,14
S82.041A,S82.041,Extremities,0,0.012048192,1,83
S82.042A,S82.042,Extremities,0,0,1,68
S82.043A,S82.043,Extremities,0,0.125,1,8
S82.044A,S82.044,Extremities,0,0,1,16
S82.045A,S82.045,Extremities,0,0,1,9
S82.046A,S82.046,Extremities,0,0,1,1
S82.091A,S82.091,Extremities,0,0,1,40
S82.092A,S82.092,Extremities,0,0.043478262,1,23
S82.099A,S82.099,Extremities,0,0,1,6
S82.101A,S82.101,Extremities,0,0.058441557,1,154
S82.102A,S82.102,Extremities,0,0.045112781,1,133
S82.109A,S82.109,Extremities,0.028571429,0.030303031,1,66
S82.111A,S82.111,Extremities,0,0,1,17
S82.112A,S82.112,Extremities,0,0.057142857,1,35
S82.113A,S82.113,Extremities,0,0,1,1
S82.114A,S82.114,Extremities,0,0,1,10
S82.115A,S82.115,Extremities,0,0,1,14
S82.116A,S82.116,Extremities,0,0,1,2
S82.121A,S82.121,Extremities,0,0,1,37
S82.122A,S82.122,Extremities,0,0.019607844,1,51
S82.123A,S82.123,Extremities,0,0,1,1
S82.124A,S82.124,Extremities,0,0.050000001,1,20
S82.125A,S82.125,Extremities,0,0,1,23
S82.126A,S82.126,Extremities,0,0,1,1
S82.131A,S82.131,Extremities,0,0,1,8
S82.132A,S82.132,Extremities,0,0,1,19
S82.133A,S82.133,Extremities,0,0,1,1
S82.134A,S82.134,Extremities,0,0,1,7
S82.135A,S82.135,Extremities,0,0,1,9
S82.141A,S82.141,Extremities,0,0.018867925,1,318
S82.142A,S82.142,Extremities,0.007142857,0.034267914,1,321
S82.143A,S82.143,Extremities,0,0.019108281,1,157
S82.144A,S82.144,Extremities,0,0.01923077,1,52
S82.145A,S82.145,Extremities,0,0.034482758,1,58
S82.146A,S82.146,Extremities,0,0,1,1
S82.151A,S82.151,Extremities,0,0,1,16
S82.152A,S82.152,Extremities,0,0,1,20
S82.153A,S82.153,Extremities,0,0,1,1
S82.154A,S82.154,Extremities,0,0,1,9
S82.155A,S82.155,Extremities,0,0,1,8
S82.161A,S82.161,Extremities,0,0,1,3
S82.162A,S82.162,Extremities,0,0,1,6
S82.191A,S82.191,Extremities,0,0.023076924,1,130
S82.192A,S82.192,Extremities,0.027777778,0.01459854,1,137
S82.199A,S82.199,Extremities,0,0,1,11
S82.201A,S82.201,Extremities,0,0.047169812,1,212
S82.202A,S82.202,Extremities,0,0.037914693,1,211
S82.209A,S82.209,Extremities,0.13636364,0.104838707,4,124
S82.221A,S82.221,Extremities,0,0,1,48
S82.222A,S82.222,Extremities,0,0.04255319,1,47
S82.223A,S82.223,Extremities,0.0625,0.041666668,2,24
S82.224A,S82.224,Extremities,0,0,1,11
S82.225A,S82.225,Extremities,0,0,1,10
S82.231A,S82.231,Extremities,0,0,1,56
S82.232A,S82.232,Extremities,0,0,1,60
S82.234A,S82.234,Extremities,0,0,1,8
S82.235A,S82.235,Extremities,0,0,1,10
S82.241A,S82.241,Extremities,0,0,1,71
S82.242A,S82.242,Extremities,0,0,1,53
S82.243A,S82.243,Extremities,0,0,1,2
S82.244A,S82.244,Extremities,0,0,1,12
S82.245A,S82.245,Extremities,0,0,1,8
S82.246A,S82.246,Extremities,0,0,1,1
S82.251A,S82.251,Extremities,0,0.018518519,1,216
S82.252A,S82.252,Extremities,0,0.02617801,1,191
S82.253A,S82.253,Extremities,0,0,1,52
S82.254A,S82.254,Extremities,0,0,1,23
S82.255A,S82.255,Extremities,0,0,1,20
S82.261A,S82.261,Extremities,0,0.06666667,1,15
S82.262A,S82.262,Extremities,0,0.125,1,16
S82.264A,S82.264,Extremities,0,0.333333343,3,3
S82.265A,S82.265,Extremities,0,0.25,2,4
S82.291A,S82.291,Extremities,0,0.06666667,1,30
S82.292A,S82.292,Extremities,0,0.13636364,1,22
S82.301A,S82.301,Extremities,0,0.030534351,1,131
S82.302A,S82.302,Extremities,0,0.040816326,1,98
S82.309A,S82.309,Extremities,0.05882353,0.05785124,2,121
S82.311A,S82.311,Extremities,0,0,1,5
S82.312A,S82.312,Extremities,0,0,1,6
S82.391A,S82.391,Extremities,0,0.015625,1,128
S82.392A,S82.392,Extremities,0,0.032258064,1,93
S82.399A,S82.399,Extremities,0,0,1,57
S82.401A,S82.401,Extremities,0,0.03691275,1,298
S82.402A,S82.402,Extremities,0,0.046875,1,256
S82.409A,S82.409,Extremities,0.010989011,0.03125,1,416
S82.421A,S82.421,Extremities,0,0.01923077,1,52
S82.422A,S82.422,Extremities,0,0.028571429,1,35
S82.423A,S82.423,Extremities,0,0,1,2
S82.424A,S82.424,Extremities,0,0.086956523,1,23
S82.425A,S82.425,Extremities,0,0.0625,1,16
S82.431A,S82.431,Extremities,0,0.025641026,1,78
S82.432A,S82.432,Extremities,0,0,1,56
S82.433A,S82.433,Extremities,0,0.333333343,3,3
S82.434A,S82.434,Extremities,0,0,1,32
S82.435A,S82.435,Extremities,0,0,1,23
S82.436A,S82.436,Extremities,0,0,1,1
S82.441A,S82.441,Extremities,0,0,1,38
S82.442A,S82.442,Extremities,0,0,1,31
S82.443A,S82.443,Extremities,0,0,1,2
S82.444A,S82.444,Extremities,0,0,1,8
S82.445A,S82.445,Extremities,0,0,1,9
S82.451A,S82.451,Extremities,0,0.024875622,1,201
S82.452A,S82.452,Extremities,0,0.036458332,1,192
S82.453A,S82.453,Extremities,0,0.055555556,1,18
S82.454A,S82.454,Extremities,0,0.029411765,1,34
S82.455A,S82.455,Extremities,0,0,1,26
S82.456A,S82.456,Extremities,0,0.5,4,2
S82.461A,S82.461,Extremities,0,0,1,23
S82.462A,S82.462,Extremities,0,0,1,17
S82.463A,S82.463,Extremities,0,0,1,2
S82.464A,S82.464,Extremities,0,0.200000003,2,5
S82.465A,S82.465,Extremities,0,0,1,5
S82.491A,S82.491,Extremities,0,0.015625,1,64
S82.492A,S82.492,Extremities,0,0.029850746,1,67
S82.51XA,S82.51,Extremities,0,0.024509804,1,204
S82.52XA,S82.52,Extremities,0,0.013071896,1,153
S82.53XA,S82.53,Extremities,0,0.021276595,1,94
S82.54XA,S82.54,Extremities,0,0.032258064,1,93
S82.55XA,S82.55,Extremities,0,0.01369863,1,73
S82.56XA,S82.56,Extremities,0,0,1,5
S82.61XA,S82.61,Extremities,0,0.00896861,1,223
S82.62XA,S82.62,Extremities,0,0.018633541,1,161
S82.63XA,S82.63,Extremities,0,0,1,50
S82.64XA,S82.64,Extremities,0,0,1,89
S82.65XA,S82.65,Extremities,0,0.025316456,1,79
S82.66XA,S82.66,Extremities,0,0,1,1
S82.811A,S82.811,Extremities,0,0.105263159,1,19
S82.812A,S82.812,Extremities,0,0,1,20
S82.821A,S82.821,Extremities,0,0.100000001,1,10
S82.822A,S82.822,Extremities,0,0,1,7
S82.831A,S82.831,Extremities,0,0.030508475,1,295
S82.832A,S82.832,Extremities,0,0.03202847,1,281
S82.839A,S82.839,Extremities,0,0.03846154,1,26
S82.841A,S82.841,Extremities,0,0.007653061,1,392
S82.842A,S82.842,Extremities,0,0.003584229,1,279
S82.843A,S82.843,Extremities,0,0,1,48
S82.844A,S82.844,Extremities,0,0,1,41
S82.845A,S82.845,Extremities,0,0.023809524,1,42
S82.851A,S82.851,Extremities,0.003521127,0.002840909,1,352
S82.852A,S82.852,Extremities,0,0.00754717,1,265
S82.853A,S82.853,Extremities,0,0.024390243,1,82
S82.854A,S82.854,Extremities,0,0.037037037,1,27
S82.855A,S82.855,Extremities,0,0,1,17
S82.856A,S82.856,Extremities,0,0,1,1
S82.861A,S82.861,Extremities,0,0,1,12
S82.862A,S82.862,Extremities,0,0,1,8
S82.865A,S82.865,Extremities,0,0,1,2
S82.871A,S82.871,Extremities,0,0,1,131
S82.872A,S82.872,Extremities,0,0,1,101
S82.873A,S82.873,Extremities,0,0,1,1
S82.874A,S82.874,Extremities,0,0,1,16
S82.875A,S82.875,Extremities,0,0,1,12
S82.891A,S82.891,Extremities,0,0.04225352,1,71
S82.892A,S82.892,Extremities,0.050000001,0.074626863,2,67
S82.899A,S82.899,Extremities,0,0,1,31
S82.90XA,S82.90,Extremities,0,0.07692308,1,39
S82.91XA,S82.91,Extremities,0,0.375,3,16
S82.92XA,S82.92,Extremities,0,0.428571433,3,14
S83.001A,S83.001,Extremities,0,0,1,4
S83.002A,S83.002,Extremities,0,0,1,5
S83.004A,S83.004,Extremities,0,0,1,4
S83.005A,S83.005,Extremities,0,0,1,7
S83.006A,S83.006,Extremities,0,0.333333343,3,3
S83.012A,S83.012,Extremities,0,0.142857149,1,7
S83.014A,S83.014,Extremities,0,0.142857149,1,7
S83.015A,S83.015,Extremities,0,0.333333343,3,3
S83.091A,S83.091,Extremities,0,0,1,2
S83.094A,S83.094,Extremities,0,0,1,1
S83.095A,S83.095,Extremities,0,0,1,2
S83.096A,S83.096,Extremities,0,0,1,1
S83.101A,S83.101,Extremities,0,0,1,8
S83.102A,S83.102,Extremities,0,0,1,2
S83.103A,S83.103,Extremities,0,0,1,4
S83.104A,S83.104,Extremities,0,0.045454547,1,22
S83.105A,S83.105,Extremities,0,0.050000001,1,20
S83.106A,S83.106,Extremities,0,0,1,18
S83.111A,S83.111,Extremities,0,0,1,2
S83.112A,S83.112,Extremities,0,0,1,2
S83.114A,S83.114,Extremities,0,0,1,4
S83.115A,S83.115,Extremities,0,0.25,2,4
S83.116A,S83.116,Extremities,0,0,1,1
S83.121A,S83.121,Extremities,0,0,1,3
S83.124A,S83.124,Extremities,0,0,1,5
S83.125A,S83.125,Extremities,0,0,1,4
S83.134A,S83.134,Extremities,0,0,1,2
S83.135A,S83.135,Extremities,0,0,1,3
S83.136A,S83.136,Extremities,0,0,1,1
S83.141A,S83.141,Extremities,0,0,1,4
S83.142A,S83.142,Extremities,0,0,1,2
S83.144A,S83.144,Extremities,0,0,1,3
S83.145A,S83.145,Extremities,0,0,1,2
S83.191A,S83.191,Extremities,0,0,1,2
S83.192A,S83.192,Extremities,0,0,1,1
S83.194A,S83.194,Extremities,0,0,1,7
S83.195A,S83.195,Extremities,0,0.125,1,8
S83.196A,S83.196,Extremities,0,0,1,1
S83.200A,S83.200,Extremities,0,0,1,2
S83.201A,S83.201,Extremities,0,0,1,2
S83.202A,S83.202,Extremities,0,0,1,1
S83.203A,S83.203,Extremities,0,0,1,1
S83.204A,S83.204,Extremities,0,0,1,2
S83.206A,S83.206,Extremities,0,0,1,5
S83.207A,S83.207,Extremities,0,0,1,4
S83.209A,S83.209,Extremities,0,0,1,10
S83.211A,S83.211,Extremities,0,0,1,1
S83.212A,S83.212,Extremities,0,0,1,3
S83.221A,S83.221,Extremities,0,0,1,3
S83.222A,S83.222,Extremities,0,0,1,2
S83.231A,S83.231,Extremities,0,0,1,5
S83.232A,S83.232,Extremities,0,0,1,8
S83.241A,S83.241,Extremities,0,0,1,22
S83.242A,S83.242,Extremities,0,0,1,18
S83.249A,S83.249,Extremities,0,0,1,1
S83.251A,S83.251,Extremities,0,0,1,8
S83.252A,S83.252,Extremities,0,0,1,4
S83.261A,S83.261,Extremities,0,0,1,10
S83.262A,S83.262,Extremities,0,0,1,6
S83.271A,S83.271,Extremities,0,0,1,6
S83.272A,S83.272,Extremities,0,0,1,10
S83.281A,S83.281,Extremities,0,0,1,27
S83.282A,S83.282,Extremities,0,0,1,40
S83.30XA,S83.30,Extremities,0,0,1,1
S83.31XA,S83.31,Extremities,0,0,1,3
S83.32XA,S83.32,Extremities,0,0,1,5
S83.401A,S83.401,Extremities,0,0,1,13
S83.402A,S83.402,Extremities,0,0,1,6
S83.409A,S83.409,Extremities,0,0,1,18
S83.411A,S83.411,Extremities,0,0,1,40
S83.412A,S83.412,Extremities,0,0,1,59
S83.419A,S83.419,Extremities,0,0,1,4
S83.421A,S83.421,Extremities,0,0,1,26
S83.422A,S83.422,Extremities,0,0.03125,1,32
S83.429A,S83.429,Extremities,0,0,1,5
S83.501A,S83.501,Extremities,0,0.100000001,1,10
S83.502A,S83.502,Extremities,0,0,1,6
S83.509A,S83.509,Extremities,0,0,1,18
S83.511A,S83.511,Extremities,0,0.023255814,1,43
S83.512A,S83.512,Extremities,0,0,1,52
S83.519A,S83.519,Extremities,0,0,1,6
S83.521A,S83.521,Extremities,0,0,1,23
S83.522A,S83.522,Extremities,0,0,1,36
S83.529A,S83.529,Extremities,0,0,1,1
S83.61XA,S83.61,Extremities,0,0,1,2
S83.62XA,S83.62,Extremities,0,0,1,5
S83.8X1A,S83.8,Extremities,0,0.015625,1,64
S83.8X2A,S83.8,Extremities,0,0.015625,1,64
S83.8X9A,S83.8,Extremities,0,0.015625,1,64
S83.90XA,S83.90,Extremities,0,0,1,35
S83.91XA,S83.91,Extremities,0,0.039473683,1,76
S83.92XA,S83.92,Extremities,0,0.015384615,1,65
S84.00XA,S84.00,Extremities,0,0,1,3
S84.01XA,S84.01,Extremities,0,0,1,9
S84.02XA,S84.02,Extremities,0,0,1,8
S84.10XA,S84.10,Extremities,0,0,1,9
S84.11XA,S84.11,Extremities,0,0,1,12
S84.12XA,S84.12,Extremities,0,0.037037037,1,27
S84.802A,S84.802,Extremities,0,0,1,1
S84.90XA,S84.90,Extremities,0,0,1,1
S84.91XA,S84.91,Extremities,0,0,1,1
S84.92XA,S84.92,Extremities,0,0,1,1
S85.001A,S85.001,Extremities,0,0,1,6
S85.002A,S85.002,Extremities,0,0.166666672,2,6
S85.009A,S85.009,Extremities,0,0,1,8
S85.011A,S85.011,Extremities,0,0,1,10
S85.012A,S85.012,Extremities,0,0.071428575,1,14
S85.019A,S85.019,Extremities,0,0,1,2
S85.091A,S85.091,Extremities,0,0,1,7
S85.092A,S85.092,Extremities,0,0,1,12
S85.099A,S85.099,Extremities,0,0,1,2
S85.101A,S85.101,Extremities,0,0,1,1
S85.102A,S85.102,Extremities,0,0.333333343,3,3
S85.109A,S85.109,Extremities,0,0,1,1
S85.111A,S85.111,Extremities,0,0,1,1
S85.112A,S85.112,Extremities,0,0,1,1
S85.119A,S85.119,Extremities,0,0,1,1
S85.121A,S85.121,Extremities,0,0,1,2
S85.122A,S85.122,Extremities,0,0,1,1
S85.131A,S85.131,Extremities,0,0,1,4
S85.132A,S85.132,Extremities,0,0,1,4
S85.139A,S85.139,Extremities,0,0,1,3
S85.141A,S85.141,Extremities,0,0,1,6
S85.142A,S85.142,Extremities,0,0,1,16
S85.149A,S85.149,Extremities,0,0,1,1
S85.151A,S85.151,Extremities,0,0,1,3
S85.152A,S85.152,Extremities,0,0,1,6
S85.159A,S85.159,Extremities,0,0,1,1
S85.161A,S85.161,Extremities,0,0,1,4
S85.162A,S85.162,Extremities,0,0,1,5
S85.171A,S85.171,Extremities,0,0,1,11
S85.172A,S85.172,Extremities,0,0.100000001,1,10
S85.181A,S85.181,Extremities,0,0,1,3
S85.182A,S85.182,Extremities,0,0,1,3
S85.201A,S85.201,Extremities,0,0,1,1
S85.202A,S85.202,Extremities,0,0,1,1
S85.211A,S85.211,Extremities,0,0,1,6
S85.212A,S85.212,Extremities,0,0,1,1
S85.219A,S85.219,Extremities,0,0,1,1
S85.292A,S85.292,Extremities,0,0,1,4
S85.302A,S85.302,Extremities,0,0,1,2
S85.311A,S85.311,Extremities,0,0,1,1
S85.312A,S85.312,Extremities,0,0,1,4
S85.409A,S85.409,Extremities,0,0.5,4,2
S85.412A,S85.412,Extremities,0,0,1,1
S85.491A,S85.491,Extremities,0,0,1,1
S85.509A,S85.509,Extremities,0,0,1,1
S85.511A,S85.511,Extremities,0,0,1,3
S85.512A,S85.512,Extremities,0,0,1,6
S85.519A,S85.519,Extremities,0,0,1,1
S85.591A,S85.591,Extremities,0,0,1,2
S85.801A,S85.801,Extremities,0,0,1,3
S85.811A,S85.811,Extremities,0,0,1,5
S85.812A,S85.812,Extremities,0,0,1,5
S85.891A,S85.891,Extremities,0,0,1,3
S85.892A,S85.892,Extremities,0,0.25,2,4
S85.899A,S85.899,Extremities,0,0,1,1
S85.901A,S85.901,Extremities,0,0,1,2
S85.909A,S85.909,Extremities,0,0,1,3
S85.912A,S85.912,Extremities,0,0,1,2
S85.919A,S85.919,Extremities,0,0.125,1,8
S86.011A,S86.011,Extremities,0,0,1,5
S86.012A,S86.012,Extremities,0,0,1,3
S86.019A,S86.019,Extremities,0,0.5,4,2
S86.021A,S86.021,Extremities,0,0,1,8
S86.022A,S86.022,Extremities,0,0,1,8
S86.029A,S86.029,Extremities,0,0,1,1
S86.091A,S86.091,Extremities,0,0,1,2
S86.102A,S86.102,Extremities,0,0,1,2
S86.111A,S86.111,Extremities,0,0,1,3
S86.112A,S86.112,Extremities,0,0,1,4
S86.121A,S86.121,Extremities,0,0,1,17
S86.122A,S86.122,Extremities,0,0,1,8
S86.129A,S86.129,Extremities,0,0,1,1
S86.191A,S86.191,Extremities,0,0,1,6
S86.192A,S86.192,Extremities,0,0,1,2
S86.201A,S86.201,Extremities,0,0,1,1
S86.211A,S86.211,Extremities,0,0,1,4
S86.212A,S86.212,Extremities,0,0,1,4
S86.221A,S86.221,Extremities,0,0,1,11
S86.222A,S86.222,Extremities,0,0,1,9
S86.291A,S86.291,Extremities,0,0.333333343,3,3
S86.292A,S86.292,Extremities,0,0.25,2,4
S86.302A,S86.302,Extremities,0,0,1,2
S86.311A,S86.311,Extremities,0,0,1,3
S86.312A,S86.312,Extremities,0,0,1,2
S86.321A,S86.321,Extremities,0,0,1,3
S86.322A,S86.322,Extremities,0,0.200000003,2,5
S86.329A,S86.329,Extremities,0,0,1,1
S86.391A,S86.391,Extremities,0,0,1,1
S86.392A,S86.392,Extremities,0,0,1,2
S86.801A,S86.801,Extremities,0,0,1,1
S86.802A,S86.802,Extremities,0,0,1,2
S86.811A,S86.811,Extremities,0,0,1,8
S86.812A,S86.812,Extremities,0,0,1,8
S86.819A,S86.819,Extremities,0,0,1,2
S86.821A,S86.821,Extremities,0,0.050000001,1,20
S86.822A,S86.822,Extremities,0,0,1,21
S86.891A,S86.891,Extremities,0,0,1,3
S86.892A,S86.892,Extremities,0,0,1,3
S86.901A,S86.901,Extremities,0,0,1,3
S86.902A,S86.902,Extremities,0,0.333333343,3,3
S86.909A,S86.909,Extremities,0,0,1,14
S86.911A,S86.911,Extremities,0,0,1,13
S86.912A,S86.912,Extremities,0,0,1,12
S86.919A,S86.919,Extremities,0.142857149,0.072289154,4,83
S86.921A,S86.921,Extremities,0,0.166666672,2,6
S86.922A,S86.922,Extremities,0,0,1,8
S86.929A,S86.929,Extremities,0,0,1,13
S86.992A,S86.992,Extremities,0,0.333333343,3,3
S86.999A,S86.999,Extremities,0,0,1,3
S87.00XA,S87.00,Extremities,0,0,1,2
S87.01XA,S87.01,Extremities,0,0,1,3
S87.02XA,S87.02,Extremities,0,0,1,2
S87.80XA,S87.80,Extremities,0,0,1,7
S87.81XA,S87.81,Extremities,0,0.050000001,1,20
S87.82XA,S87.82,Extremities,0,0.13333334,1,30
S88.011A,S88.011,Extremities,0,0,1,4
S88.012A,S88.012,Extremities,0,0.25,2,4
S88.021A,S88.021,Extremities,0,0,1,1
S88.022A,S88.022,Extremities,0,0,1,2
S88.029A,S88.029,Extremities,0,1,5,1
S88.111A,S88.111,Extremities,0.200000003,0.25,5,8
S88.112A,S88.112,Extremities,0,0.285714298,2,7
S88.119A,S88.119,Extremities,0,0.5,4,2
S88.121A,S88.121,Extremities,0,0.090909094,1,11
S88.122A,S88.122,Extremities,0,0.100000001,1,10
S88.129A,S88.129,Extremities,0,0.333333343,3,3
S88.921A,S88.921,Extremities,1,1,6,1
S88.922A,S88.922,Extremities,0,1,5,2
S88.929A,S88.929,Extremities,0,0.5,4,2
S89.001A,S89.001,Extremities,0,0,1,4
S89.002A,S89.002,Extremities,0,0,1,3
S89.011A,S89.011,Extremities,0,0,1,2
S89.012A,S89.012,Extremities,0,0,1,1
S89.021A,S89.021,Extremities,0,0,1,2
S89.022A,S89.022,Extremities,0,0,1,5
S89.029A,S89.029,Extremities,0,0,1,1
S89.031A,S89.031,Extremities,0,0,1,3
S89.042A,S89.042,Extremities,0,0,1,3
S89.091A,S89.091,Extremities,0,0,1,4
S89.092A,S89.092,Extremities,0,0,1,5
S89.101A,S89.101,Extremities,0,0,1,4
S89.102A,S89.102,Extremities,0,0,1,7
S89.111A,S89.111,Extremities,0,0,1,2
S89.121A,S89.121,Extremities,0,0,1,12
S89.122A,S89.122,Extremities,0,0,1,21
S89.131A,S89.131,Extremities,0,0,1,2
S89.132A,S89.132,Extremities,0,0,1,6
S89.141A,S89.141,Extremities,0,0,1,4
S89.142A,S89.142,Extremities,0,0,1,7
S89.149A,S89.149,Extremities,0,0,1,1
S89.191A,S89.191,Extremities,0,0,1,4
S89.192A,S89.192,Extremities,0,0,1,4
S89.199A,S89.199,Extremities,0,0,1,1
S89.201A,S89.201,Extremities,0,0.041666668,1,24
S89.202A,S89.202,Extremities,0,0.037037037,1,27
S89.211A,S89.211,Extremities,0,0,1,1
S89.212A,S89.212,Extremities,0,0,1,1
S89.221A,S89.221,Extremities,0,0,1,1
S89.291A,S89.291,Extremities,0,0.05882353,1,17
S89.292A,S89.292,Extremities,0,0,1,19
S89.299A,S89.299,Extremities,0,0,1,2
S89.301A,S89.301,Extremities,0,0.071428575,1,14
S89.302A,S89.302,Extremities,0,0,1,14
S89.309A,S89.309,Extremities,0,0,1,1
S89.311A,S89.311,Extremities,0,0,1,1
S89.312A,S89.312,Extremities,0,0,1,1
S89.321A,S89.321,Extremities,0,0,1,4
S89.322A,S89.322,Extremities,0,0,1,6
S89.391A,S89.391,Extremities,0,0,1,15
S89.392A,S89.392,Extremities,0,0,1,8
S89.80XA,S89.80,Extremities,0,0.0625,1,16
S89.81XA,S89.81,Extremities,0,0,1,17
S89.82XA,S89.82,Extremities,0,0,1,15
S89.90XA,S89.90,Extremities,0,0.222222224,2,9
S89.91XA,S89.91,Extremities,0,0,1,35
S89.92XA,S89.92,Extremities,0,0.096774191,1,31
S90.00XA,S90.00,Extremities,0,0.027027028,1,37
S90.01XA,S90.01,Extremities,0,0.016393442,1,122
S90.02XA,S90.02,Extremities,0,0,1,115
S90.111A,S90.111,Extremities,0,0,1,6
S90.112A,S90.112,Extremities,0,0,1,7
S90.121A,S90.121,Extremities,0,0,1,7
S90.122A,S90.122,Extremities,0,0,1,7
S90.211A,S90.211,Extremities,0,0.5,4,2
S90.212A,S90.212,Extremities,0,0,1,2
S90.229A,S90.229,Extremities,0,0,1,1
S90.30XA,S90.30,Extremities,0,0.111111112,1,27
S90.31XA,S90.31,Extremities,0,0.10958904,1,73
S90.32XA,S90.32,Extremities,0,0.031746034,1,63
S90.411A,S90.411,Extremities,0,0,1,22
S90.412A,S90.412,Extremities,0,0.041666668,1,24
S90.413A,S90.413,Extremities,0,0,1,1
S90.414A,S90.414,Extremities,0,0.181818187,2,11
S90.415A,S90.415,Extremities,0,0,1,12
S90.416A,S90.416,Extremities,0,0,1,5
S90.511A,S90.511,Extremities,0,0.064327486,1,171
S90.512A,S90.512,Extremities,0,0.048387095,1,186
S90.519A,S90.519,Extremities,0,0.066282421,1,347
S90.522A,S90.522,Extremities,0,0,1,3
S90.811A,S90.811,Extremities,0,0.070921987,1,141
S90.812A,S90.812,Extremities,0,0.079470202,1,151
S90.819A,S90.819,Extremities,0,0.088888891,1,45
S90.821A,S90.821,Extremities,0,0,1,1
S90.822A,S90.822,Extremities,0,0,1,1
S90.852A,S90.852,Extremities,0,0,1,1
S90.911A,S90.911,Extremities,0,0,1,2
S90.929A,S90.929,Extremities,0,0,1,1
S91.001A,S91.001,Extremities,0.25,0.176470593,5,17
S91.002A,S91.002,Extremities,0.25,0.052631579,5,19
S91.009A,S91.009,Extremities,0.051282052,0.060185187,2,216
S91.011A,S91.011,Extremities,0,0.052631579,1,76
S91.012A,S91.012,Extremities,0,0.025641026,1,78
S91.019A,S91.019,Extremities,0,0.200000003,2,5
S91.021A,S91.021,Extremities,0,0,1,2
S91.022A,S91.022,Extremities,0,0,1,8
S91.029A,S91.029,Extremities,0,0.5,4,2
S91.031A,S91.031,Extremities,0,0,1,10
S91.032A,S91.032,Extremities,0,0,1,8
S91.041A,S91.041,Extremities,0,0,1,3
S91.042A,S91.042,Extremities,0,0,1,5
S91.051A,S91.051,Extremities,0,0,1,4
S91.052A,S91.052,Extremities,0,0,1,2
S91.101A,S91.101,Extremities,0,0,1,1
S91.102A,S91.102,Extremities,0,0,1,3
S91.105A,S91.105,Extremities,0,0,1,4
S91.109A,S91.109,Extremities,0,0,1,14
S91.111A,S91.111,Extremities,0,0.052631579,1,19
S91.112A,S91.112,Extremities,0,0,1,18
S91.113A,S91.113,Extremities,0,0,1,1
S91.114A,S91.114,Extremities,0,0,1,14
S91.115A,S91.115,Extremities,0,0,1,10
S91.116A,S91.116,Extremities,0,0,1,3
S91.119A,S91.119,Extremities,0,0.142857149,1,7
S91.121A,S91.121,Extremities,0,0,1,2
S91.124A,S91.124,Extremities,0,0,1,2
S91.129A,S91.129,Extremities,0,0,1,1
S91.131A,S91.131,Extremities,0,0,1,3
