i10,severity,issbr
S62625A,1,5.0
S62625B,1,5.0
S62626A,1,5.0
S62626B,1,5.0
S62627A,1,5.0
S62627B,1,5.0
S62628A,1,5.0
S62628B,1,5.0
S62629A,1,5.0
S62629B,1,5.0
S62630A,1,5.0
S62630B,1,5.0
S62631A,1,5.0
S62631B,1,5.0
S62632A,1,5.0
S62632B,1,5.0
S62633A,1,5.0
S62633B,1,5.0
S62634A,1,5.0
S62634B,1,5.0
S62635A,1,5.0
S62635B,1,5.0
S62636A,1,5.0
S62636B,1,5.0
S62637A,1,5.0
S62637B,1,5.0
S62638A,1,5.0
S62638B,1,5.0
S62639A,1,5.0
S62639B,1,5.0
S62640A,1,5.0
S62640B,1,5.0
S62641A,1,5.0
S62641B,1,5.0
S62642A,1,5.0
S62642B,1,5.0
S62643A,1,5.0
S62643B,1,5.0
S62644A,1,5.0
S62644B,1,5.0
S62645A,1,5.0
S62645B,1,5.0
S62646A,1,5.0
S62646B,1,5.0
S62647A,1,5.0
S62647B,1,5.0
S62648A,1,5.0
S62648B,1,5.0
S62649A,1,5.0
S62649B,1,5.0
S62650A,1,5.0
S62650B,1,5.0
S62651A,1,5.0
S62651B,1,5.0
S62652A,1,5.0
S62652B,1,5.0
S62653A,1,5.0
S62653B,1,5.0
S62654A,1,5.0
S62654B,1,5.0
S62655A,1,5.0
S62655B,1,5.0
S62656A,1,5.0
S62656B,1,5.0
S62657A,1,5.0
S62657B,1,5.0
S62658A,1,5.0
S62658B,1,5.0
S62659A,1,5.0
S62659B,1,5.0
S62660A,1,5.0
S62660B,1,5.0
S62661A,1,5.0
S62661B,1,5.0
S62662A,1,5.0
S62662B,1,5.0
S62663A,1,5.0
S62663B,1,5.0
S62664A,1,5.0
S62664B,1,5.0
S62665A,1,5.0
S62665B,1,5.0
S62666A,1,5.0
S62666B,1,5.0
S62667A,1,5.0
S62667B,1,5.0
S62668A,1,5.0
S62668B,1,5.0
S62669A,1,5.0
S62669B,1,5.0
S6290XA,1,5.0
S6290XA,2,5.0
S6290XB,2,5.0
S6291XA,1,5.0
S6291XB,1,5.0
S6292XA,1,5.0
S6292XB,1,5.0
S63001A,2,5.0
S63002A,2,5.0
S63003A,2,5.0
S63004A,2,5.0
S63005A,2,5.0
S63006A,2,5.0
S63011A,2,5.0
S63012A,2,5.0
S63013A,2,5.0
S63014A,2,5.0
S63015A,2,5.0
S63016A,2,5.0
S63021A,2,5.0
S63022A,2,5.0
S63023A,2,5.0
S63024A,2,5.0
S63025A,2,5.0
S63026A,2,5.0
S63031A,2,5.0
S63032A,2,5.0
S63033A,2,5.0
S63034A,2,5.0
S63035A,2,5.0
S63036A,2,5.0
S63041A,1,5.0
S63042A,1,5.0
S63043A,1,5.0
S63044A,1,5.0
S63045A,1,5.0
S63046A,1,5.0
S63051A,1,5.0
S63052A,1,5.0
S63053A,1,5.0
S63054A,1,5.0
S63055A,1,5.0
S63056A,1,5.0
S63061A,1,5.0
S63062A,1,5.0
S63063A,1,5.0
S63064A,1,5.0
S63065A,1,5.0
S63066A,1,5.0
S63071A,2,5.0
S63072A,2,5.0
S63073A,2,5.0
S63074A,2,5.0
S63075A,2,5.0
S63076A,2,5.0
S63091A,2,5.0
S63092A,2,5.0
S63093A,2,5.0
S63094A,2,5.0
S63095A,2,5.0
S63096A,2,5.0
S63101A,1,5.0
S63102A,1,5.0
S63103A,1,5.0
S63104A,1,5.0
S63105A,1,5.0
S63106A,1,5.0
S63111A,1,5.0
S63112A,1,5.0
S63113A,1,5.0
S63114A,1,5.0
S63115A,1,5.0
S63116A,1,5.0
S63121A,1,5.0
S63122A,1,5.0
S63123A,1,5.0
S63124A,1,5.0
S63125A,1,5.0
S63126A,1,5.0
S63131A,1,5.0
S63132A,1,5.0
S63133A,1,5.0
S63134A,1,5.0
S63135A,1,5.0
S63136A,1,5.0
S63141A,1,5.0
S63142A,1,5.0
S63143A,1,5.0
S63144A,1,5.0
S63145A,1,5.0
S63146A,1,5.0
S63200A,1,5.0
S63201A,1,5.0
S63202A,1,5.0
S63203A,1,5.0
S63204A,1,5.0
S63205A,1,5.0
S63206A,1,5.0
S63207A,1,5.0
S63208A,1,5.0
S63209A,1,5.0
S63210A,1,5.0
S63211A,1,5.0
S63212A,1,5.0
S63213A,1,5.0
S63214A,1,5.0
S63215A,1,5.0
S63216A,1,5.0
S63217A,1,5.0
S63218A,1,5.0
S63219A,1,5.0
S63220A,1,5.0
S63221A,1,5.0
S63222A,1,5.0
S63223A,1,5.0
S63224A,1,5.0
S63225A,1,5.0
S63226A,1,5.0
S63227A,1,5.0
S63228A,1,5.0
S63229A,1,5.0
S63230A,1,5.0
S63231A,1,5.0
S63232A,1,5.0
S63233A,1,5.0
S63234A,1,5.0
S63235A,1,5.0
S63236A,1,5.0
S63237A,1,5.0
S63238A,1,5.0
S63239A,1,5.0
S63240A,1,5.0
S63241A,1,5.0
S63242A,1,5.0
S63243A,1,5.0
S63244A,1,5.0
S63245A,1,5.0
S63246A,1,5.0
S63247A,1,5.0
S63248A,1,5.0
S63249A,1,5.0
S63250A,1,5.0
S63251A,1,5.0
S63252A,1,5.0
S63253A,1,5.0
S63254A,1,5.0
S63255A,1,5.0
S63256A,1,5.0
S63257A,1,5.0
S63258A,1,5.0
S63259A,1,5.0
S63260A,1,5.0
S63261A,1,5.0
S63262A,1,5.0
S63263A,1,5.0
S63264A,1,5.0
S63265A,1,5.0
S63266A,1,5.0
S63267A,1,5.0
S63268A,1,5.0
S63269A,1,5.0
S63270A,1,5.0
S63271A,1,5.0
S63272A,1,5.0
S63273A,1,5.0
S63274A,1,5.0
S63275A,1,5.0
S63276A,1,5.0
S63277A,1,5.0
S63278A,1,5.0
S63279A,1,5.0
S63280A,1,5.0
S63281A,1,5.0
S63282A,1,5.0
S63283A,1,5.0
S63284A,1,5.0
S63285A,1,5.0
S63286A,1,5.0
S63287A,1,5.0
S63288A,1,5.0
S63289A,1,5.0
S63290A,1,5.0
S63291A,1,5.0
S63292A,1,5.0
S63293A,1,5.0
S63294A,1,5.0
S63295A,1,5.0
S63296A,1,5.0
S63297A,1,5.0
S63298A,1,5.0
S63299A,1,5.0
S63301A,1,5.0
S63302A,1,5.0
S63309A,1,5.0
S63311A,1,5.0
S63312A,1,5.0
S63319A,1,5.0
S63321A,1,5.0
S63322A,1,5.0
S63329A,1,5.0
S63331A,1,5.0
S63332A,1,5.0
S63339A,1,5.0
S63391A,1,5.0
S63392A,1,5.0
S63399A,1,5.0
S63400A,1,5.0
S63401A,1,5.0
S63402A,1,5.0
S63403A,1,5.0
S63404A,1,5.0
S63405A,1,5.0
S63406A,1,5.0
S63407A,1,5.0
S63408A,1,5.0
S63409A,1,5.0
S63410A,1,5.0
S63411A,1,5.0
S63412A,1,5.0
S63413A,1,5.0
S63414A,1,5.0
S63415A,1,5.0
S63416A,1,5.0
S63417A,1,5.0
S63418A,1,5.0
S63419A,1,5.0
S63420A,1,5.0
S63421A,1,5.0
S63422A,1,5.0
S63423A,1,5.0
S63424A,1,5.0
S63425A,1,5.0
S63426A,1,5.0
S63427A,1,5.0
S63428A,1,5.0
S63429A,1,5.0
S63430A,1,5.0
S63431A,1,5.0
S63432A,1,5.0
S63433A,1,5.0
S63434A,1,5.0
S63435A,1,5.0
S63436A,1,5.0
S63437A,1,5.0
S63438A,1,5.0
S63439A,1,5.0
S63490A,1,5.0
S63491A,1,5.0
S63492A,1,5.0
S63493A,1,5.0
S63494A,1,5.0
S63495A,1,5.0
S63496A,1,5.0
S63497A,1,5.0
S63498A,1,5.0
S63499A,1,5.0
S63501A,1,5.0
S63502A,1,5.0
S63509A,1,5.0
S63511A,1,5.0
S63512A,1,5.0
S63519A,1,5.0
S63521A,1,5.0
S63522A,1,5.0
S63529A,1,5.0
S63591A,1,5.0
S63592A,1,5.0
S63599A,1,5.0
S63601A,1,5.0
S63602A,1,5.0
S63609A,1,5.0
S63610A,1,5.0
S63611A,1,5.0
S63612A,1,5.0
S63613A,1,5.0
S63614A,1,5.0
S63615A,1,5.0
S63616A,1,5.0
S63617A,1,5.0
S63618A,1,5.0
S63619A,1,5.0
S63621A,1,5.0
S63622A,1,5.0
S63629A,1,5.0
S63630A,1,5.0
S63631A,1,5.0
S63632A,1,5.0
S63633A,1,5.0
S63634A,1,5.0
S63635A,1,5.0
S63636A,1,5.0
S63637A,1,5.0
S63638A,1,5.0
S63639A,1,5.0
S63641A,1,5.0
S63642A,1,5.0
S63649A,1,5.0
S63650A,1,5.0
S63651A,1,5.0
S63652A,1,5.0
S63653A,1,5.0
S63654A,1,5.0
S63655A,1,5.0
S63656A,1,5.0
S63657A,1,5.0
S63658A,1,5.0
S63659A,1,5.0
S63681A,1,5.0
S63682A,1,5.0
S63689A,1,5.0
S63690A,1,5.0
S63691A,1,5.0
S63692A,1,5.0
S63693A,1,5.0
S63694A,1,5.0
S63695A,1,5.0
S63696A,1,5.0
S63697A,1,5.0
S63698A,1,5.0
S63699A,1,5.0
S638X1A,1,5.0
S638X2A,1,5.0
S638X9A,1,5.0
S6390XA,1,5.0
S6391XA,1,5.0
S6392XA,1,5.0
S6400XA,2,5.0
S6401XA,2,5.0
S6402XA,2,5.0
S6410XA,2,5.0
S6411XA,2,5.0
S6412XA,2,5.0
S6420XA,2,5.0
S6421XA,2,5.0
S6422XA,2,5.0
S6430XA,1,5.0
S6431XA,1,5.0
S6432XA,1,5.0
S6440XA,1,5.0
S64490A,1,5.0
S64491A,1,5.0
S64492A,1,5.0
S64493A,1,5.0
S64494A,1,5.0
S64495A,1,5.0
S64496A,1,5.0
S64497A,1,5.0
S64498A,1,5.0
S648X1A,2,5.0
S648X2A,2,5.0
S648X9A,2,5.0
S6490XA,1,5.0
S6490XA,2,5.0
S6491XA,1,5.0
S6491XA,2,5.0
S6492XA,1,5.0
S6492XA,2,5.0
S65001A,1,5.0
S65002A,1,5.0
S65009A,1,5.0
S65011A,1,5.0
S65012A,1,5.0
S65019A,1,5.0
S65091A,1,5.0
S65092A,1,5.0
S65099A,1,5.0
S65101A,1,5.0
S65102A,1,5.0
S65109A,1,5.0
S65111A,1,5.0
S65112A,1,5.0
S65119A,1,5.0
S65191A,1,5.0
S65192A,1,5.0
S65199A,1,5.0
S65201A,1,5.0
S65202A,1,5.0
S65209A,1,5.0
S65211A,1,5.0
S65212A,1,5.0
S65219A,1,5.0
S65291A,1,5.0
S65292A,1,5.0
S65299A,1,5.0
S65301A,1,5.0
S65302A,1,5.0
S65309A,1,5.0
S65311A,1,5.0
S65312A,1,5.0
S65319A,1,5.0
S65391A,1,5.0
S65392A,1,5.0
S65399A,1,5.0
S65401A,1,5.0
S65402A,1,5.0
S65409A,1,5.0
S65411A,1,5.0
S65412A,1,5.0
S65419A,1,5.0
S65491A,1,5.0
S65492A,1,5.0
S65499A,1,5.0
S65500A,1,5.0
S65501A,1,5.0
S65502A,1,5.0
S65503A,1,5.0
S65504A,1,5.0
S65505A,1,5.0
S65506A,1,5.0
S65507A,1,5.0
S65508A,1,5.0
S65509A,1,5.0
S65510A,1,5.0
S65511A,1,5.0
S65512A,1,5.0
S65513A,1,5.0
S65514A,1,5.0
S65515A,1,5.0
S65516A,1,5.0
S65517A,1,5.0
S65518A,1,5.0
S65519A,1,5.0
S65590A,1,5.0
S65591A,1,5.0
S65592A,1,5.0
S65593A,1,5.0
S65594A,1,5.0
S65595A,1,5.0
S65596A,1,5.0
S65597A,1,5.0
S65598A,1,5.0
S65599A,1,5.0
S65801A,1,5.0
S65802A,1,5.0
S65809A,1,5.0
S65811A,1,5.0
S65812A,1,5.0
S65819A,1,5.0
S65891A,1,5.0
S65892A,1,5.0
S65899A,1,5.0
S65901A,1,5.0
S65902A,1,5.0
S65909A,1,5.0
S65911A,1,5.0
S65912A,1,5.0
S65919A,1,5.0
S65991A,1,5.0
S65992A,1,5.0
S65999A,1,5.0
S66001A,1,5.0
S66001A,2,5.0
S66002A,1,5.0
S66002A,2,5.0
S66009A,1,5.0
S66009A,2,5.0
S66011A,1,5.0
S66012A,1,5.0
S66019A,1,5.0
S66021A,1,5.0
S66022A,1,5.0
S66029A,1,5.0
S66091A,1,5.0
S66092A,1,5.0
S66092A,2,5.0
S66099A,1,5.0
S66099A,2,5.0
S66100A,1,5.0
S66100A,2,5.0
S66101A,1,5.0
S66101A,2,5.0
S66102A,1,5.0
S66102A,2,5.0
S66103A,1,5.0
S66103A,2,5.0
S66104A,1,5.0
S66104A,2,5.0
S66105A,1,5.0
S66105A,2,5.0
S66106A,1,5.0
S66106A,2,5.0
S66107A,1,5.0
S66107A,2,5.0
S66108A,1,5.0
S66108A,2,5.0
S66109A,1,5.0
S66109A,2,5.0
S66110A,1,5.0
S66111A,1,5.0
S66112A,1,5.0
S66113A,1,5.0
S66114A,1,5.0
S66115A,1,5.0
S66116A,1,5.0
S66117A,1,5.0
S66118A,1,5.0
S66119A,1,5.0
S66120A,1,5.0
S66121A,1,5.0
S66122A,1,5.0
S66123A,1,5.0
S66124A,1,5.0
S66125A,1,5.0
S66126A,1,5.0
S66127A,1,5.0
S66128A,1,5.0
S66129A,1,5.0
S66190A,1,5.0
S66190A,2,5.0
S66191A,1,5.0
S66191A,2,5.0
S66192A,1,5.0
S66192A,2,5.0
S66193A,1,5.0
S66193A,2,5.0
S66194A,1,5.0
S66194A,2,5.0
S66195A,1,5.0
S66195A,2,5.0
S66196A,1,5.0
S66196A,2,5.0
S66197A,1,5.0
S66197A,2,5.0
S66198A,1,5.0
S66198A,2,5.0
S66199A,1,5.0
S66199A,2,5.0
S66201A,1,5.0
S66201A,2,5.0
S66202A,1,5.0
S66202A,2,5.0
S66209A,2,5.0
S66211A,1,5.0
S66212A,1,5.0
S66219A,1,5.0
S66221A,1,5.0
S66222A,1,5.0
S66229A,1,5.0
S66291A,1,5.0
S66291A,2,5.0
S66292A,1,5.0
S66292A,2,5.0
S66299A,1,5.0
S66299A,2,5.0
S66300A,1,5.0
S66300A,2,5.0
S66301A,1,5.0
S66301A,2,5.0
S66302A,1,5.0
S66302A,2,5.0
S66303A,1,5.0
S66303A,2,5.0
S66304A,1,5.0
S66304A,2,5.0
S66305A,1,5.0
S66305A,2,5.0
S66306A,1,5.0
S66306A,2,5.0
S66307A,1,5.0
S66307A,2,5.0
S66308A,1,5.0
S66308A,2,5.0
S66309A,1,5.0
S66309A,2,5.0
S66310A,1,5.0
S66311A,1,5.0
S66312A,1,5.0
S66313A,1,5.0
S66314A,1,5.0
S66315A,1,5.0
S66316A,1,5.0
S66317A,1,5.0
S66318A,1,5.0
S66319A,1,5.0
S66320A,1,5.0
S66321A,1,5.0
S66322A,1,5.0
S66323A,1,5.0
S66324A,1,5.0
S66325A,1,5.0
S66326A,1,5.0
S66327A,1,5.0
S66328A,1,5.0
S66329A,1,5.0
S66390A,1,5.0
S66390A,2,5.0
S66391A,1,5.0
S66391A,2,5.0
S66392A,1,5.0
S66392A,2,5.0
S66393A,1,5.0
S66393A,2,5.0
S66394A,1,5.0
S66394A,2,5.0
S66395A,1,5.0
S66395A,2,5.0
S66396A,1,5.0
S66396A,2,5.0
S66397A,1,5.0
S66397A,2,5.0
S66398A,1,5.0
S66398A,2,5.0
S66399A,1,5.0
S66399A,2,5.0
S66401A,1,5.0
S66401A,2,5.0
S66402A,1,5.0
S66402A,2,5.0
S66409A,1,5.0
S66409A,2,5.0
S66411A,1,5.0
S66412A,1,5.0
S66419A,1,5.0
S66421A,1,5.0
S66422A,1,5.0
S66429A,1,5.0
S66491A,1,5.0
S66491A,2,5.0
S66492A,1,5.0
S66492A,2,5.0
S66499A,1,5.0
S66499A,2,5.0
S66500A,1,5.0
S66500A,2,5.0
S66501A,1,5.0
S66501A,2,5.0
S66502A,1,5.0
S66502A,2,5.0
S66503A,1,5.0
S66503A,2,5.0
S66504A,1,5.0
S66504A,2,5.0
S66505A,1,5.0
S66505A,2,5.0
S66506A,1,5.0
S66506A,2,5.0
S66507A,1,5.0
S66507A,2,5.0
S66508A,1,5.0
S66508A,2,5.0
S66509A,1,5.0
S66509A,2,5.0
S66510A,1,5.0
S66511A,1,5.0
S66512A,1,5.0
S66513A,1,5.0
S66514A,1,5.0
S66515A,1,5.0
S66516A,1,5.0
S66517A,1,5.0
S66518A,1,5.0
S66519A,1,5.0
S66520A,1,5.0
S66521A,1,5.0
S66522A,1,5.0
S66523A,1,5.0
S66524A,1,5.0
S66525A,1,5.0
S66526A,1,5.0
S66527A,1,5.0
S66528A,1,5.0
S66529A,1,5.0
S66590A,1,5.0
S66590A,2,5.0
S66591A,1,5.0
S66591A,2,5.0
S66592A,1,5.0
S66592A,2,5.0
S66593A,1,5.0
S66593A,2,5.0
S66594A,1,5.0
S66594A,2,5.0
S66595A,1,5.0
S66595A,2,5.0
S66596A,1,5.0
S66596A,2,5.0
S66597A,1,5.0
S66597A,2,5.0
S66598A,1,5.0
S66598A,2,5.0
S66599A,1,5.0
S66599A,2,5.0
S66801A,1,5.0
S66801A,2,5.0
S66802A,1,5.0
S66802A,2,5.0
S66809A,1,5.0
S66809A,2,5.0
S66811A,1,5.0
S66812A,1,5.0
S66819A,1,5.0
S66821A,1,5.0
S66822A,1,5.0
S66829A,1,5.0
S66891A,1,5.0
S66891A,2,5.0
S66892A,1,5.0
S66892A,2,5.0
S66899A,1,5.0
S66899A,2,5.0
S66901A,1,5.0
S66901A,2,5.0
S66902A,1,5.0
S66902A,2,5.0
S66909A,1,5.0
S66909A,2,5.0
S66911A,1,5.0
S66912A,1,5.0
S66919A,1,5.0
S66921A,1,5.0
S66922A,1,5.0
S66929A,1,5.0
S66991A,1,5.0
S66991A,2,5.0
S66992A,1,5.0
S66992A,2,5.0
S66999A,1,5.0
S66999A,2,5.0
S6700XA,2,5.0
S6701XA,2,5.0
S6702XA,2,5.0
S6710XA,2,5.0
S67190A,2,5.0
S67191A,2,5.0
S67192A,2,5.0
S67193A,2,5.0
S67194A,2,5.0
S67195A,2,5.0
S67196A,2,5.0
S67197A,2,5.0
S67198A,2,5.0
S6720XA,3,5.0
S6721XA,3,5.0
S6722XA,3,5.0
S6730XA,3,5.0
S6731XA,3,5.0
S6732XA,3,5.0
S6740XA,3,5.0
S6741XA,3,5.0
S6742XA,3,5.0
S6790XA,3,5.0
S6791XA,3,5.0
S6792XA,3,5.0
S68011A,2,5.0
S68012A,2,5.0
S68019A,2,5.0
S68021A,2,5.0
S68022A,2,5.0
S68029A,2,5.0
S68110A,2,5.0
S68111A,2,5.0
S68112A,2,5.0
S68113A,2,5.0
S68114A,2,5.0
S68115A,2,5.0
S68116A,2,5.0
S68117A,2,5.0
S68118A,2,5.0
S68119A,2,5.0
S68120A,2,5.0
S68121A,2,5.0
S68122A,2,5.0
S68123A,2,5.0
S68124A,2,5.0
S68125A,2,5.0
S68126A,2,5.0
S68127A,2,5.0
S68128A,2,5.0
S68129A,2,5.0
S68411A,3,5.0
S68412A,3,5.0
S68419A,3,5.0
S68421A,3,5.0
S68422A,3,5.0
S68429A,3,5.0
S68511A,2,5.0
S68512A,2,5.0
S68519A,2,5.0
S68521A,2,5.0
S68522A,2,5.0
S68529A,2,5.0
S68610A,2,5.0
S68611A,2,5.0
S68612A,2,5.0
S68613A,2,5.0
S68614A,2,5.0
S68615A,2,5.0
S68616A,2,5.0
S68617A,2,5.0
S68618A,2,5.0
S68619A,2,5.0
S68620A,2,5.0
S68621A,2,5.0
S68622A,2,5.0
S68623A,2,5.0
S68624A,2,5.0
S68625A,2,5.0
S68626A,2,5.0
S68627A,2,5.0
S68628A,2,5.0
S68629A,2,5.0
S68711A,3,5.0
S68712A,3,5.0
S68719A,3,5.0
S68721A,3,5.0
S68722A,3,5.0
S68729A,3,5.0
S6980XA,1,5.0
S6980XA,2,5.0
S6981XA,1,5.0
S6981XA,2,5.0
S6982XA,1,5.0
S6982XA,2,5.0
S6990XA,1,5.0
S6990XA,2,5.0
S6991XA,1,5.0
S6991XA,2,5.0
S6992XA,1,5.0
S6992XA,2,5.0
S7000XA,1,6.0
S7001XA,1,6.0
S7002XA,1,6.0
S7010XA,1,6.0
S7011XA,1,6.0
S7012XA,1,6.0
S70211A,1,6.0
S70212A,1,6.0
S70219A,1,6.0
S70221A,1,6.0
S70222A,1,6.0
S70229A,1,6.0
S70241A,1,6.0
S70242A,1,6.0
S70249A,1,6.0
S70251A,1,6.0
S70252A,1,6.0
S70259A,1,6.0
S70261A,1,6.0
S70262A,1,6.0
S70269A,1,6.0
S70271A,1,6.0
S70272A,1,6.0
S70279A,1,6.0
S70311A,1,6.0
S70312A,1,6.0
S70319A,1,6.0
S70321A,1,6.0
S70322A,1,6.0
S70329A,1,6.0
S70341A,1,6.0
S70342A,1,6.0
S70349A,1,6.0
S70351A,1,6.0
S70352A,1,6.0
S70359A,1,6.0
S70361A,1,6.0
S70362A,1,6.0
S70369A,1,6.0
S70371A,1,6.0
S70372A,1,6.0
S70379A,1,6.0
S70911A,1,6.0
S70912A,1,6.0
S70919A,1,6.0
S70921A,1,6.0
S70922A,1,6.0
S70929A,1,6.0
S71001A,1,6.0
S71002A,1,6.0
S71009A,1,6.0
S71011A,1,6.0
S71012A,1,6.0
S71019A,1,6.0
S71021A,1,6.0
S71022A,1,6.0
S71029A,1,6.0
S71029A,2,6.0
S71031A,1,6.0
S71032A,1,6.0
S71039A,1,6.0
S71041A,1,6.0
S71042A,1,6.0
S71049A,1,6.0
S71051A,1,6.0
S71052A,1,6.0
S71059A,1,6.0
S71101A,1,6.0
S71102A,1,6.0
S71109A,1,6.0
S71111A,1,6.0
S71112A,1,6.0
S71119A,1,6.0
S71121A,1,6.0
S71122A,1,6.0
S71129A,1,6.0
S71131A,1,6.0
S71132A,1,6.0
S71139A,1,6.0
S71141A,1,6.0
S71142A,1,6.0
S71149A,1,6.0
S71151A,1,6.0
S71152A,1,6.0
S71159A,1,6.0
S72001A,3,5.0
S72001B,3,5.0
S72001C,3,5.0
S72002A,3,5.0
S72002B,3,5.0
S72002C,3,5.0
S72009A,3,5.0
S72009B,3,5.0
S72009C,3,5.0
S72011A,3,5.0
S72011B,3,5.0
S72011C,3,5.0
S72012A,3,5.0
S72012B,3,5.0
S72012C,3,5.0
S72019A,3,5.0
S72019B,3,5.0
S72019C,3,5.0
S72021A,3,5.0
S72021B,3,5.0
S72021C,3,5.0
S72022A,3,5.0
S72022B,3,5.0
S72022C,3,5.0
S72023A,3,5.0
S72023B,3,5.0
S72023C,3,5.0
S72024A,3,5.0
S72024B,3,5.0
S72024C,3,5.0
S72025A,3,5.0
S72025B,3,5.0
S72025C,3,5.0
S72026A,3,5.0
S72026B,3,5.0
S72026C,3,5.0
S72031A,3,5.0
S72031B,3,5.0
S72031C,3,5.0
S72032A,3,5.0
S72032B,3,5.0
S72032C,3,5.0
S72033A,3,5.0
S72033B,3,5.0
S72033C,3,5.0
S72034A,3,5.0
S72034B,3,5.0
S72034C,3,5.0
S72035A,3,5.0
S72035B,3,5.0
S72035C,3,5.0
S72036A,3,5.0
S72036B,3,5.0
S72036C,3,5.0
S72041A,3,5.0
S72041B,3,5.0
S72041C,3,5.0
S72042A,3,5.0
S72042B,3,5.0
S72042C,3,5.0
S72043A,3,5.0
S72043B,3,5.0
S72043C,3,5.0
S72044A,3,5.0
S72044B,3,5.0
S72044C,3,5.0
S72045A,3,5.0
S72045B,3,5.0
S72045C,3,5.0
S72046A,3,5.0
S72046B,3,5.0
S72046C,3,5.0
S72051A,3,5.0
S72051B,3,5.0
S72051C,3,5.0
S72052A,3,5.0
S72052B,3,5.0
S72052C,3,5.0
S72059A,3,5.0
S72059B,3,5.0
S72059C,3,5.0
S72061A,3,5.0
S72061B,3,5.0
S72061C,3,5.0
S72062A,3,5.0
S72062B,3,5.0
S72062C,3,5.0
S72063A,3,5.0
S72063B,3,5.0
S72063C,3,5.0
S72064A,3,5.0
S72064B,3,5.0
S72064C,3,5.0
S72065A,3,5.0
S72065B,3,5.0
S72065C,3,5.0
S72066A,3,5.0
S72066B,3,5.0
S72066C,3,5.0
S72091A,3,5.0
S72091B,3,5.0
S72091C,3,5.0
S72092A,3,5.0
S72092B,3,5.0
S72092C,3,5.0
S72099A,3,5.0
S72099B,3,5.0
S72099C,3,5.0
S72101A,3,5.0
S72101B,3,5.0
S72101C,3,5.0
S72102A,3,5.0
S72102B,3,5.0
S72102C,3,5.0
S72109A,3,5.0
S72109B,3,5.0
S72109C,3,5.0
S72111A,3,5.0
S72111B,3,5.0
S72111C,3,5.0
S72112A,3,5.0
S72112B,3,5.0
S72112C,3,5.0
S72113A,3,5.0
S72113B,3,5.0
S72113C,3,5.0
S72114A,3,5.0
S72114B,3,5.0
S72114C,3,5.0
S72115A,3,5.0
S72115B,3,5.0
S72115C,3,5.0
S72116A,3,5.0
S72116B,3,5.0
S72116C,3,5.0
S72121A,3,5.0
S72121B,3,5.0
S72121C,3,5.0
S72122A,3,5.0
S72122B,3,5.0
S72122C,3,5.0
S72123A,3,5.0
S72123B,3,5.0
S72123C,3,5.0
S72124A,3,5.0
S72124B,3,5.0
S72124C,3,5.0
S72125A,3,5.0
S72125B,3,5.0
S72125C,3,5.0
S72126A,3,5.0
S72126B,3,5.0
S72126C,3,5.0
S72131A,3,5.0
S72131B,3,5.0
S72131C,3,5.0
S72132A,3,5.0
S72132B,3,5.0
S72132C,3,5.0
S72133A,3,5.0
S72133B,3,5.0
S72133C,3,5.0
S72134A,3,5.0
S72134B,3,5.0
S72134C,3,5.0
S72135A,3,5.0
S72135B,3,5.0
S72135C,3,5.0
S72136A,3,5.0
S72136B,3,5.0
S72136C,3,5.0
S72141A,3,5.0
S72141B,3,5.0
S72141C,3,5.0
S72142A,3,5.0
S72142B,3,5.0
S72142C,3,5.0
S72143A,3,5.0
S72143B,3,5.0
S72143C,3,5.0
S72144A,3,5.0
S72144B,3,5.0
S72144C,3,5.0
S72145A,3,5.0
S72145B,3,5.0
S72145C,3,5.0
S72146A,3,5.0
S72146B,3,5.0
S72146C,3,5.0
S7221XA,3,5.0
S7221XB,3,5.0
S7221XC,3,5.0
S7222XA,3,5.0
S7222XB,3,5.0
S7222XC,3,5.0
S7223XA,3,5.0
S7223XB,3,5.0
S7223XC,3,5.0
S7224XA,3,5.0
S7224XB,3,5.0
S7224XC,3,5.0
S7225XA,3,5.0
S7225XB,3,5.0
S7225XC,3,5.0
S7226XA,3,5.0
S7226XB,3,5.0
S7226XC,3,5.0
S72301A,3,5.0
S72301B,3,5.0
S72301C,3,5.0
S72302A,3,5.0
S72302B,3,5.0
S72302C,3,5.0
S72309A,3,5.0
S72309B,3,5.0
S72309C,3,5.0
S72321A,3,5.0
S72321B,3,5.0
S72321C,3,5.0
S72322A,3,5.0
S72322B,3,5.0
S72322C,3,5.0
S72323A,3,5.0
S72323B,3,5.0
S72323C,3,5.0
S72324A,3,5.0
S72324B,3,5.0
S72324C,3,5.0
S72325A,3,5.0
S72325B,3,5.0
S72325C,3,5.0
S72326A,3,5.0
S72326B,3,5.0
S72326C,3,5.0
S72331A,3,5.0
S72331B,3,5.0
S72331C,3,5.0
S72332A,3,5.0
S72332B,3,5.0
S72332C,3,5.0
S72333A,3,5.0
S72333B,3,5.0
S72333C,3,5.0
S72334A,3,5.0
S72334B,3,5.0
S72334C,3,5.0
S72335A,3,5.0
S72335B,3,5.0
S72335C,3,5.0
S72336A,3,5.0
S72336B,3,5.0
S72336C,3,5.0
S72341A,3,5.0
S72341B,3,5.0
S72341C,3,5.0
S72342A,3,5.0
S72342B,3,5.0
S72342C,3,5.0
S72343A,3,5.0
S72343B,3,5.0
S72343C,3,5.0
S72344A,3,5.0
S72344B,3,5.0
S72344C,3,5.0
S72345A,3,5.0
S72345B,3,5.0
S72345C,3,5.0
S72346A,3,5.0
S72346B,3,5.0
